id	text	label
847	When we are young, we spend much time and pains in filling our note-books with all definitions of Religion, Love, Poetry, Politics, Art, in the hope that, in the course of a few years, we shall have condensed into our encyclopaedia the net value of all the theories at which the world has yet arrived. But year after year our tables get no completeness, and at last we discover that our curve is a parabola, whose arcs will never meet.	philosophy
848	"Oh, that's great. That way, when things have quieted down, and we come up for air, or money, or re-supply, we'll get a nice explosive package from him that says ""so nice to see you again"" in a way that only multi-megaton yields can."	sarcasm
849	Jigga, Kells, Not Guilty	philosophy
850	MIGHT, something God only has.	philosophy
851	Few things are more deceptive than memories.	philosophy
852	The only successful philosophies and religions are the ones that flatter us, whether in the name of progress or of hell. Damned or not, man experiences an absolute need to be at the heart of everything.	philosophy
853	Maybe everyone can live beyond what they're capable of.	philosophy
854	Humanity must forgive 'Humanity', for only then can we be Humane.	philosophy
855	It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.	philosophy
856	Man is the only creature who refuses to be what he is.	philosophy
857	Try for once to justify the meaning of your existence as it were a posteriori by setting yourself an aim, a goal... an exalted and noble 'to this end.' Perish in pursuit of this and only this	philosophy
858	It's wildly irritating to have invented something as revolutionary as sarcasm, only to have it abused by amateurs.	sarcasm
859	Life is what you portrait it!	philosophy
860	Hello, Mrs. Tran...I have David's homework. And if you ever want to see it again, you'll pay me the two million dollars I asked for.	sarcasm
861	How could they see anything but the shadows if they were never allowed to move their heads?	philosophy
862	This time, there was no escape, I could not turn away, could not leave without accepting what I had done. There was only one way to the other side, and that was through the pain.	philosophy
863	Why are there beings at all, instead of Nothing?	philosophy
864	The secret of happiness is love and secret of love is nonjudgmental care.	philosophy
865	If everyone wants to be somebody, I want to be somebody else	philosophy
866	Let mental culture go on advancing, let the natural sciences progress in even greater extent and depth, and the human mind widen itself as much as it desires: beyond the elevation and moral culture of Christianity, as it shines forth in the Gospels, it will not go.	philosophy
867	If two heads are better than one, then think how brilliant committees must be.	sarcasm
868	The human body resonates at the same frequency as Mother Earth. So instead of only focusing on trying to save the earth, which operates in congruence to our vibrations, I think it is more important to be one with each other. If you really want to remedy the earth, we have to mend mankind. And to unite mankind, we heal the Earth. That is the only way. Mother Earth will exist with or without us. Yet if she is sick, it is because mankind is sick and separated. And if our vibrations are bad, she reacts to it, as do all living creatures.	philosophy
